user_id,item_id,score
0,13,1
0,152,1
0,169,1
0,183,1
0,193,1
0,237,1
0,291,1
0,303,1
0,319,1
0,491,1
0,583,1
0,683,1
0,751,1
0,764,1
0,785,1
0,790,1
0,884,1
0,963,1
1,92,1
1,126,1
1,169,1
1,254,1
1,291,1
1,307,1
1,319,1
1,382,1
1,491,1
1,503,1
1,515,1
1,606,1
1,686,1
1,691,1
1,764,1
1,774,1
1,858,1
1,884,1
1,963,1
1,995,1
2,34,1
2,120,1
2,152,1
2,169,1
2,193,1
2,291,1
2,303,1
2,404,1
2,491,1
2,543,1
2,583,1
2,596,1
2,683,1
2,785,1
2,813,1
2,858,1
2,884,1
4,63,1
4,95,1
4,187,1
4,666,1
4,736,1
5,55,1
5,61,1
5,242,1
5,286,1
5,319,1
5,364,1
5,565,1
5,888,1
5,945,1
6,85,1
6,120,1
6,130,1
6,193,1
6,291,1
6,303,1
6,305,1
6,319,1
6,394,1
6,461,1
6,462,1
6,491,1
6,497,1
6,785,1
6,884,1
6,951,1
6,963,1
7,51,1
7,104,1
7,126,1
7,131,1
7,169,1
7,243,1
7,291,1
7,303,1
7,377,1
7,397,1
7,423,1
7,440,1
7,491,1
7,497,1
7,499,1
7,521,1
7,536,1
7,553,1
7,683,1
7,785,1
7,818,1
7,954,1
7,963,1
7,975,1
8,234,1
8,395,1
9,55,1
9,114,1
9,234,1
9,635,1
9,667,1
9,728,1
9,743,1
10,57,1
10,790,1
11,118,1
11,120,1
11,126,1
11,152,1
11,268,1
11,409,1
11,491,1
11,528,1
11,587,1
11,702,1
11,806,1
11,812,1
11,848,1
11,880,1
11,894,1
12,34,1
12,49,1
12,120,1
12,126,1
12,128,1
12,291,1
12,303,1
12,591,1
12,593,1
12,596,1
12,683,1
12,811,1
12,884,1
12,963,1
13,134,1
13,303,1
13,381,1
13,474,1
13,625,1
13,788,1
14,11,1
14,15,1
14,148,1
14,205,1
14,327,1
14,332,1
14,368,1
14,395,1
14,656,1
14,837,1
14,888,1
14,895,1
14,942,1
14,968,1
14,993,1
15,104,1
15,154,1
15,168,1
15,186,1
15,228,1
15,327,1
15,358,1
15,380,1
15,569,1
15,645,1
15,794,1
15,796,1
15,942,1
17,11,1
17,34,1
17,281,1
17,394,1
17,575,1
17,593,1
17,606,1
17,645,1
17,720,1
17,766,1
17,794,1
17,857,1
18,181,1
18,216,1
18,463,1
18,501,1
18,527,1
18,703,1
18,753,1
18,786,1
18,803,1
18,877,1
18,912,1
18,995,1
19,49,1
19,126,1
19,169,1
19,271,1
19,303,1
19,369,1
19,606,1
19,709,1
19,743,1
19,748,1
19,766,1
19,794,1
19,807,1
19,825,1
19,943,1
19,968,1
20,395,1
20,491,1
20,817,1
20,884,1
21,766,1
22,52,1
22,81,1
22,149,1
22,172,1
22,303,1
22,308,1
22,319,1
22,478,1
22,728,1
22,786,1
23,34,1
23,596,1
23,606,1
23,692,1
23,746,1
24,0,1
24,29,1
24,55,1
24,104,1
24,234,1
24,319,1
24,358,1
24,503,1
24,570,1
24,645,1
24,766,1
24,794,1
24,995,1
25,11,1
25,169,1
25,303,1
25,347,1
25,394,1
25,476,1
25,554,1
25,591,1
25,649,1
25,676,1
25,743,1
25,746,1
25,762,1
25,763,1
25,926,1
25,929,1
25,995,1
26,0,1
26,98,1
26,120,1
26,128,1
26,152,1
26,251,1
26,291,1
26,338,1
26,381,1
26,476,1
26,515,1
26,537,1
26,726,1
26,764,1
26,785,1
26,795,1
26,826,1
26,884,1
26,885,1
26,929,1
26,963,1
26,968,1
27,2,1
27,5,1
27,9,1
27,10,1
27,11,1
27,14,1
27,22,1
27,23,1
27,34,1
27,35,1
27,40,1
27,45,1
27,50,1
27,51,1
27,53,1
27,57,1
27,60,1
27,62,1
27,64,1
27,73,1
27,78,1
27,82,1
27,85,1
27,87,1
27,89,1
27,92,1
27,93,1
27,101,1
27,104,1
27,106,1
27,107,1
27,109,1
27,110,1
27,117,1
27,119,1
27,121,1
27,122,1
27,124,1
27,126,1
27,132,1
27,137,1
27,139,1
27,141,1
27,146,1
27,147,1
27,148,1
27,152,1
27,153,1
27,154,1
27,156,1
27,157,1
27,161,1
27,163,1
27,164,1
27,169,1
27,170,1
27,171,1
27,174,1
27,175,1
27,176,1
27,178,1
27,180,1
27,183,1
27,185,1
27,186,1
27,189,1
27,190,1
27,191,1
27,192,1
27,195,1
27,196,1
27,201,1
27,205,1
27,208,1
27,211,1
27,219,1
27,222,1
27,234,1
27,236,1
27,239,1
27,243,1
27,248,1
27,252,1
27,255,1
27,263,1
27,267,1
27,268,1
27,273,1
27,276,1
27,279,1
27,288,1
27,289,1
27,291,1
27,293,1
27,298,1
27,303,1
27,304,1
27,309,1
27,314,1
27,315,1
27,319,1
27,323,1
27,334,1
27,340,1
27,348,1
27,350,1
27,351,1
27,352,1
27,353,1
27,358,1
27,363,1
27,364,1
27,368,1
27,374,1
27,378,1
27,385,1
27,386,1
27,389,1
27,393,1
27,394,1
27,395,1
27,396,1
27,398,1
27,401,1
27,404,1
27,405,1
27,406,1
27,407,1
27,417,1
27,431,1
27,433,1
27,437,1
27,441,1
27,442,1
27,450,1
27,457,1
27,465,1
27,469,1
27,470,1
27,472,1
27,479,1
27,482,1
27,483,1
27,484,1
27,491,1
27,492,1
27,493,1
27,497,1
27,515,1
27,522,1
27,528,1
27,531,1
27,533,1
27,534,1
27,536,1
27,539,1
27,541,1
27,543,1
27,547,1
27,557,1
27,560,1
27,564,1
27,569,1
27,571,1
27,573,1
27,574,1
27,576,1
27,577,1
27,579,1
27,587,1
27,594,1
27,596,1
27,602,1
27,603,1
27,607,1
27,612,1
27,614,1
27,620,1
27,623,1
27,630,1
27,632,1
27,636,1
27,646,1
27,653,1
27,654,1
27,655,1
27,656,1
27,657,1
27,660,1
27,664,1
27,668,1
27,671,1
27,672,1
27,673,1
27,674,1
27,677,1
27,679,1
27,683,1
27,685,1
27,686,1
27,696,1
27,697,1
27,699,1
27,702,1
27,713,1
27,716,1
27,720,1
27,725,1
27,730,1
27,731,1
27,732,1
27,733,1
27,739,1
27,741,1
27,742,1
27,749,1
27,752,1
27,754,1
27,759,1
27,763,1
27,771,1
27,773,1
27,783,1
27,785,1
27,790,1
27,794,1
27,796,1
27,797,1
27,798,1
