user_id,item_id,score
0,314,0
0,458,0
0,866,0
0,270,0
0,882,0
0,704,0
0,263,0
0,219,0
0,883,0
0,544,0
0,394,0
0,953,0
0,57,0
0,258,0
0,579,0
0,425,0
0,789,0
0,7,0
1,887,0
1,680,0
1,904,0
1,887,0
1,480,0
1,419,0
1,950,0
1,832,0
1,132,0
1,11,0
1,789,0
1,584,0
1,824,0
1,141,0
1,736,0
1,102,0
1,75,0
1,512,0
1,268,0
1,412,0
2,448,0
2,797,0
2,506,0
2,631,0
2,448,0
2,61,0
2,998,0
2,960,0
2,560,0
2,392,0
2,867,0
2,432,0
2,312,0
2,76,0
2,473,0
2,498,0
2,290,0
4,728,0
4,539,0
4,849,0
4,945,0
4,601,0
5,658,0
5,79,0
5,210,0
5,864,0
5,536,0
5,622,0
5,48,0
5,732,0
5,668,0
6,274,0
6,259,0
6,359,0
6,568,0
6,899,0
6,20,0
6,313,0
6,627,0
6,543,0
6,809,0
6,200,0
6,138,0
6,284,0
6,593,0
6,12,0
6,131,0
6,216,0
7,797,0
7,43,0
7,730,0
7,808,0
7,938,0
7,474,0
7,933,0
7,394,0
7,744,0
7,909,0
7,114,0
7,735,0
7,85,0
7,326,0
7,886,0
7,554,0
7,201,0
7,643,0
7,344,0
7,234,0
7,510,0
7,801,0
7,624,0
7,628,0
8,161,0
8,501,0
9,857,0
9,624,0
9,832,0
9,96,0
9,585,0
9,383,0
9,763,0
10,912,0
10,650,0
11,57,0
11,600,0
11,351,0
11,195,0
11,21,0
11,788,0
11,555,0
11,897,0
11,872,0
11,992,0
11,389,0
11,863,0
11,768,0
11,356,0
11,287,0
12,953,0
12,878,0
12,93,0
12,688,0
12,381,0
12,585,0
12,805,0
12,622,0
12,952,0
12,657,0
12,350,0
12,66,0
12,981,0
12,778,0
13,311,0
13,679,0
13,0,0
13,425,0
13,569,0
13,555,0
14,786,0
14,687,0
14,162,0
14,977,0
14,440,0
14,947,0
14,668,0
14,144,0
14,935,0
14,903,0
14,867,0
14,163,0
14,25,0
14,883,0
14,206,0
15,923,0
15,501,0
15,872,0
15,906,0
15,705,0
15,459,0
15,216,0
15,42,0
15,470,0
15,462,0
15,71,0
15,667,0
15,51,0
17,869,0
17,374,0
17,990,0
17,502,0
17,570,0
17,457,0
17,506,0
17,170,0
17,549,0
17,641,0
17,160,0
17,269,0
18,609,0
18,585,0
18,190,0
18,872,0
18,347,0
18,663,0
18,123,0
18,445,0
18,567,0
18,382,0
18,544,0
18,682,0
19,764,0
19,886,0
19,397,0
19,177,0
19,93,0
19,854,0
19,267,0
19,88,0
19,544,0
19,275,0
19,311,0
19,368,0
19,512,0
19,772,0
19,945,0
19,494,0
20,867,0
20,537,0
20,221,0
20,875,0
21,342,0
22,921,0
22,873,0
22,725,0
22,920,0
22,601,0
22,180,0
22,906,0
22,150,0
22,405,0
22,961,0
23,434,0
23,362,0
23,978,0
23,635,0
23,654,0
24,989,0
24,327,0
24,507,0
24,951,0
24,941,0
24,614,0
24,494,0
24,191,0
24,754,0
24,133,0
24,673,0
24,30,0
24,378,0
25,911,0
25,750,0
25,881,0
25,163,0
25,584,0
25,454,0
25,972,0
25,405,0
25,302,0
25,405,0
25,600,0
25,172,0
25,969,0
25,957,0
25,952,0
25,138,0
25,945,0
26,127,0
26,585,0
26,199,0
26,411,0
26,159,0
26,700,0
26,676,0
26,704,0
26,254,0
26,789,0
26,582,0
26,162,0
26,357,0
26,772,0
26,728,0
26,142,0
26,282,0
26,767,0
26,643,0
26,277,0
26,836,0
26,317,0
27,454,0
27,625,0
27,561,0
27,182,0
27,618,0
27,993,0
27,766,0
27,225,0
27,801,0
27,637,0
27,804,0
27,316,0
27,458,0
27,765,0
27,361,0
27,924,0
27,415,0
27,247,0
27,214,0
27,44,0
27,847,0
27,135,0
27,724,0
27,527,0
27,921,0
27,618,0
27,179,0
27,134,0
27,887,0
27,755,0
27,554,0
27,590,0
27,179,0
27,661,0
27,7,0
27,32,0
27,461,0
27,481,0
27,500,0
27,4,0
27,981,0
27,242,0
27,454,0
27,687,0
27,388,0
27,173,0
27,301,0
27,247,0
27,764,0
27,767,0
27,738,0
27,136,0
27,16,0
27,29,0
27,458,0
27,32,0
27,706,0
27,940,0
27,768,0
27,863,0
27,416,0
27,468,0
27,954,0
27,321,0
27,535,0
27,928,0
27,958,0
27,16,0
27,599,0
27,650,0
27,824,0
27,669,0
27,310,0
27,262,0
27,895,0
27,845,0
27,249,0
27,61,0
27,55,0
27,642,0
27,729,0
27,998,0
27,962,0
27,120,0
27,290,0
27,545,0
27,555,0
27,662,0
27,391,0
27,79,0
27,817,0
27,98,0
27,501,0
27,911,0
27,792,0
27,962,0
27,736,0
27,829,0
27,459,0
27,27,0
27,285,0
27,714,0
27,199,0
27,138,0
27,928,0
27,202,0
27,871,0
27,33,0
27,480,0
27,929,0
27,143,0
27,356,0
27,426,0
27,853,0
27,555,0
27,159,0
27,633,0
27,361,0
27,875,0
27,347,0
27,728,0
27,158,0
27,950,0
27,240,0
27,516,0
27,658,0
27,544,0
27,75,0
27,54,0
27,764,0
